Evaluation Summary - 2026-01-01T07:37:47.212490
cant_be_late/high_availability_tight_deadline_small_overhead/gpt5.1_3.py -> cant_be_late/high_availability_tight_deadline_small_overhead: 7.634906893459958
cant_be_late/high_availability_tight_deadline_small_overhead/gpt5.1_4.py -> cant_be_late/high_availability_tight_deadline_small_overhead: 100.0
cant_be_late/high_availability_tight_deadline_small_overhead/gpt5.2_2.py -> cant_be_late/high_availability_tight_deadline_small_overhead: 61.776699950825446
cant_be_late/high_availability_tight_deadline_small_overhead/gpt5_3.py -> cant_be_late/high_availability_tight_deadline_small_overhead: 4.611493034809955
cant_be_late/low_availability_loose_deadline_large_overhead/gemini3pro_3.py -> cant_be_late/low_availability_loose_deadline_large_overhead: 0.08067503109046273
cant_be_late/low_availability_loose_deadline_large_overhead/gpt5.1_2.py -> cant_be_late/low_availability_loose_deadline_large_overhead: 100.0
cant_be_late/low_availability_loose_deadline_large_overhead/gpt5.2_1.py -> cant_be_late/low_availability_loose_deadline_large_overhead: 19.567639409513106
cant_be_late/low_availability_loose_deadline_large_overhead/gpt5.2_4.py -> cant_be_late/low_availability_loose_deadline_large_overhead: 62.03324563865485
cant_be_late/low_availability_loose_deadline_large_overhead/gpt5_1.py -> cant_be_late/low_availability_loose_deadline_large_overhead: 0.08937549116859765
cant_be_late/low_availability_loose_deadline_large_overhead/gpt5_3.py -> cant_be_late/low_availability_loose_deadline_large_overhead: 0.0
cant_be_late/low_availability_loose_deadline_large_overhead/gpt5_4.py -> cant_be_late/low_availability_loose_deadline_large_overhead: 76.53988629188406
cant_be_late/low_availability_loose_deadline_large_overhead/grok4fastreasoning_1.py -> cant_be_late/low_availability_loose_deadline_large_overhead: 96.56298982852097
cant_be_late/low_availability_loose_deadline_small_overhead/gemini3pro_2.py -> cant_be_late/low_availability_loose_deadline_small_overhead: 79.1547793708578
cant_be_late/low_availability_loose_deadline_small_overhead/gemini3pro_3.py -> cant_be_late/low_availability_loose_deadline_small_overhead: 61.776699950825446
cant_be_late/low_availability_loose_deadline_small_overhead/gpt5.1.py -> cant_be_late/low_availability_loose_deadline_small_overhead: 54.70709825315397
cant_be_late/low_availability_loose_deadline_small_overhead/gpt5.1_1.py -> cant_be_late/low_availability_loose_deadline_small_overhead: 73.31384030347421
cant_be_late/low_availability_loose_deadline_small_overhead/gpt5.1_3.py -> cant_be_late/low_availability_loose_deadline_small_overhead: 85.0163554578909
cant_be_late/low_availability_loose_deadline_small_overhead/gpt5.1_4.py -> cant_be_late/low_availability_loose_deadline_small_overhead: 19.050649403429972
cant_be_late/low_availability_loose_deadline_small_overhead/gpt5.2.py -> cant_be_late/low_availability_loose_deadline_small_overhead: 54.5285138913527
cant_be_late/low_availability_loose_deadline_small_overhead/gpt5.2_4.py -> cant_be_late/low_availability_loose_deadline_small_overhead: 78.62174583627899
cant_be_late/low_availability_loose_deadline_small_overhead/gpt5.py -> cant_be_late/low_availability_loose_deadline_small_overhead: 0.09018221162549173
cant_be_late/low_availability_loose_deadline_small_overhead/gpt5_1.py -> cant_be_late/low_availability_loose_deadline_small_overhead: 49.25515318204564
cant_be_late/low_availability_loose_deadline_small_overhead/gpt5_3.py -> cant_be_late/low_availability_loose_deadline_small_overhead: 0.0
cant_be_late/low_availability_loose_deadline_small_overhead/gpt5_4.py -> cant_be_late/low_availability_loose_deadline_small_overhead: 17.666077866492223
cant_be_late/low_availability_tight_deadline_large_overhead/deepseekreasoner.py -> cant_be_late/low_availability_tight_deadline_large_overhead: 48.5039966169141
cant_be_late/low_availability_tight_deadline_large_overhead/deepseekreasoner_3.py -> cant_be_late/low_availability_tight_deadline_large_overhead: 64.33160103640718
cant_be_late/low_availability_tight_deadline_large_overhead/deepseekreasoner_4.py -> cant_be_late/low_availability_tight_deadline_large_overhead: 64.96330038475915
cant_be_late/low_availability_tight_deadline_large_overhead/gemini3pro_1.py -> cant_be_late/low_availability_tight_deadline_large_overhead: 0.12824741762667083
cant_be_late/low_availability_tight_deadline_large_overhead/gemini3pro_2.py -> cant_be_late/low_availability_tight_deadline_large_overhead: 20.656809520879694
cant_be_late/low_availability_tight_deadline_large_overhead/gemini3pro_3.py -> cant_be_late/low_availability_tight_deadline_large_overhead: 96.13277330361103
cant_be_late/low_availability_tight_deadline_large_overhead/gpt5.1_2.py -> cant_be_late/low_availability_tight_deadline_large_overhead: 59.93266382019517
cant_be_late/low_availability_tight_deadline_large_overhead/gpt5.1_3.py -> cant_be_late/low_availability_tight_deadline_large_overhead: 73.31384030347421
cant_be_late/low_availability_tight_deadline_large_overhead/gpt5.1_4.py -> cant_be_late/low_availability_tight_deadline_large_overhead: 4.611493034809955
cant_be_late/low_availability_tight_deadline_large_overhead/gpt5.2_1.py -> cant_be_late/low_availability_tight_deadline_large_overhead: 97.34094104391376
cant_be_late/low_availability_tight_deadline_large_overhead/gpt5.2_2.py -> cant_be_late/low_availability_tight_deadline_large_overhead: 100.0
cant_be_late/low_availability_tight_deadline_large_overhead/gpt5.2_4.py -> cant_be_late/low_availability_tight_deadline_large_overhead: 20.99683357760004
cant_be_late/low_availability_tight_deadline_large_overhead/gpt5_1.py -> cant_be_late/low_availability_tight_deadline_large_overhead: 93.52539600994979
cant_be_late/low_availability_tight_deadline_large_overhead/gpt5_3.py -> cant_be_late/low_availability_tight_deadline_large_overhead: 0.0
cant_be_late/low_availability_tight_deadline_large_overhead/gpt5_4.py -> cant_be_late/low_availability_tight_deadline_large_overhead: 99.98888963766629
cant_be_late/low_availability_tight_deadline_small_overhead/gemini2.5pro.py -> cant_be_late/low_availability_tight_deadline_small_overhead: 89.11312206797517
cant_be_late/low_availability_tight_deadline_small_overhead/gemini2.5pro_1.py -> cant_be_late/low_availability_tight_deadline_small_overhead: 54.70709825315397
cant_be_late/low_availability_tight_deadline_small_overhead/gemini2.5pro_3.py -> cant_be_late/low_availability_tight_deadline_small_overhead: 15.268355890346754
cant_be_late/low_availability_tight_deadline_small_overhead/gemini2.5pro_4.py -> cant_be_late/low_availability_tight_deadline_small_overhead: 65.76688152284656
cant_be_late/low_availability_tight_deadline_small_overhead/gemini3pro.py -> cant_be_late/low_availability_tight_deadline_small_overhead: 22.582062707246575
cant_be_late/low_availability_tight_deadline_small_overhead/gemini3pro_2.py -> cant_be_late/low_availability_tight_deadline_small_overhead: 61.66382840145541
cant_be_late/low_availability_tight_deadline_small_overhead/gemini3pro_3.py -> cant_be_late/low_availability_tight_deadline_small_overhead: 76.50231148786573
cant_be_late/low_availability_tight_deadline_small_overhead/gemini3pro_4.py -> cant_be_late/low_availability_tight_deadline_small_overhead: 24.82952463691951
cant_be_late/low_availability_tight_deadline_small_overhead/gpt5.1_3.py -> cant_be_late/low_availability_tight_deadline_small_overhead: 13.117000595037076
cant_be_late/low_availability_tight_deadline_small_overhead/gpt5.2.py -> cant_be_late/low_availability_tight_deadline_small_overhead: 73.31384030347421
cant_be_late/low_availability_tight_deadline_small_overhead/gpt5.2_2.py -> cant_be_late/low_availability_tight_deadline_small_overhead: 74.47576207887185
cant_be_late/low_availability_tight_deadline_small_overhead/gpt5.py -> cant_be_late/low_availability_tight_deadline_small_overhead: 100.0
cant_be_late/low_availability_tight_deadline_small_overhead/gpt5_3.py -> cant_be_late/low_availability_tight_deadline_small_overhead: 0.0
cant_be_late/low_availability_tight_deadline_small_overhead/gpt5_4.py -> cant_be_late/low_availability_tight_deadline_small_overhead: 64.33160103640718
cant_be_late/low_availability_tight_deadline_small_overhead/grok4fastreasoning.py -> cant_be_late/low_availability_tight_deadline_small_overhead: 43.15785051720132
cant_be_late/mixed_availability_loose_deadline_large_overhead/deepseekreasoner_2.py -> cant_be_late/mixed_availability_loose_deadline_large_overhead: 48.51906648135618
cant_be_late/mixed_availability_loose_deadline_large_overhead/gemini2.5pro_1.py -> cant_be_late/mixed_availability_loose_deadline_large_overhead: 66.2317560633321
cant_be_late/mixed_availability_loose_deadline_large_overhead/gemini3pro_1.py -> cant_be_late/mixed_availability_loose_deadline_large_overhead: 57.56063551643247
cant_be_late/mixed_availability_loose_deadline_large_overhead/gpt5.1.py -> cant_be_late/mixed_availability_loose_deadline_large_overhead: 15.268355890346754
cant_be_late/mixed_availability_loose_deadline_large_overhead/gpt5.1_3.py -> cant_be_late/mixed_availability_loose_deadline_large_overhead: 62.20983862351099
cant_be_late/mixed_availability_loose_deadline_large_overhead/gpt5.py -> cant_be_late/mixed_availability_loose_deadline_large_overhead: 32.51828029123095
cant_be_late/mixed_availability_loose_deadline_large_overhead/gpt5_3.py -> cant_be_late/mixed_availability_loose_deadline_large_overhead: 76.53988629188406
cant_be_late/mixed_availability_loose_deadline_large_overhead/grok4fastreasoning.py -> cant_be_late/mixed_availability_loose_deadline_large_overhead: 64.96330038475915
cant_be_late/mixed_availability_loose_deadline_small_overhead/deepseekreasoner_4.py -> cant_be_late/mixed_availability_loose_deadline_small_overhead: 64.24457443446188
cant_be_late/mixed_availability_loose_deadline_small_overhead/gemini3pro.py -> cant_be_late/mixed_availability_loose_deadline_small_overhead: 21.533081028880407
cant_be_late/mixed_availability_loose_deadline_small_overhead/gemini3pro_1.py -> cant_be_late/mixed_availability_loose_deadline_small_overhead: 21.379460267031945
cant_be_late/mixed_availability_loose_deadline_small_overhead/gemini3pro_3.py -> cant_be_late/mixed_availability_loose_deadline_small_overhead: 25.23353707367545
cant_be_late/mixed_availability_loose_deadline_small_overhead/gemini3pro_4.py -> cant_be_late/mixed_availability_loose_deadline_small_overhead: 26.09425986423779
cant_be_late/mixed_availability_loose_deadline_small_overhead/gpt5.1_1.py -> cant_be_late/mixed_availability_loose_deadline_small_overhead: 80.0
cant_be_late/mixed_availability_loose_deadline_small_overhead/gpt5.1_3.py -> cant_be_late/mixed_availability_loose_deadline_small_overhead: 64.24457443446188
cant_be_late/mixed_availability_loose_deadline_small_overhead/gpt5_1.py -> cant_be_late/mixed_availability_loose_deadline_small_overhead: 66.2317560633321
cant_be_late/mixed_availability_loose_deadline_small_overhead/gpt5_2.py -> cant_be_late/mixed_availability_loose_deadline_small_overhead: 50.106820267446054
cant_be_late/mixed_availability_loose_deadline_small_overhead/gpt5_3.py -> cant_be_late/mixed_availability_loose_deadline_small_overhead: 0.0
cant_be_late/mixed_availability_tight_deadline_large_overhead/gemini3pro_3.py -> cant_be_late/mixed_availability_tight_deadline_large_overhead: 52.07192216931772
cant_be_late/mixed_availability_tight_deadline_large_overhead/gpt5_3.py -> cant_be_late/mixed_availability_tight_deadline_large_overhead: 0.0
cant_be_late/mixed_availability_tight_deadline_large_overhead/gpt5_4.py -> cant_be_late/mixed_availability_tight_deadline_large_overhead: 9.044403577652794
cant_be_late/mixed_availability_tight_deadline_small_overhead/deepseekreasoner_3.py -> cant_be_late/mixed_availability_tight_deadline_small_overhead: 20.656809520879694
cant_be_late/mixed_availability_tight_deadline_small_overhead/deepseekreasoner_4.py -> cant_be_late/mixed_availability_tight_deadline_small_overhead: 25.14430563648603
cant_be_late/mixed_availability_tight_deadline_small_overhead/gemini2.5pro.py -> cant_be_late/mixed_availability_tight_deadline_small_overhead: 0.09018221162549173
cant_be_late/mixed_availability_tight_deadline_small_overhead/gemini2.5pro_1.py -> cant_be_late/mixed_availability_tight_deadline_small_overhead: 93.52539600994979
cant_be_late/mixed_availability_tight_deadline_small_overhead/gemini2.5pro_3.py -> cant_be_late/mixed_availability_tight_deadline_small_overhead: 50.77664348159783
cant_be_late/mixed_availability_tight_deadline_small_overhead/gpt5.1_2.py -> cant_be_late/mixed_availability_tight_deadline_small_overhead: 49.085338307339626
cant_be_late/mixed_availability_tight_deadline_small_overhead/gpt5.1_4.py -> cant_be_late/mixed_availability_tight_deadline_small_overhead: 0.08009272591175527
cant_be_late/mixed_availability_tight_deadline_small_overhead/gpt5_3.py -> cant_be_late/mixed_availability_tight_deadline_small_overhead: 100.0
cant_be_late_multi/gemini2.5pro_2.py -> cant_be_late_multi: 100.0
cant_be_late_multi/gemini3pro.py -> cant_be_late_multi: 0.0
cant_be_late_multi/gemini3pro_2.py -> cant_be_late_multi: 50.106820267446054
cant_be_late_multi/gpt5.py -> cant_be_late_multi: 100.0
cant_be_late_multi/gpt5_3.py -> cant_be_late_multi: 4.611493034809955
cant_be_late_multi/high_availability_loose_deadline_large_overhead/deepseekreasoner_4.py -> cant_be_late_multi/high_availability_loose_deadline_large_overhead: 21.20180756287764
cant_be_late_multi/high_availability_loose_deadline_large_overhead/gemini3pro.py -> cant_be_late_multi/high_availability_loose_deadline_large_overhead: 99.74785678265258
cant_be_late_multi/high_availability_loose_deadline_large_overhead/gemini3pro_2.py -> cant_be_late_multi/high_availability_loose_deadline_large_overhead: 20.552834136206677
cant_be_late_multi/high_availability_loose_deadline_large_overhead/gemini3pro_3.py -> cant_be_late_multi/high_availability_loose_deadline_large_overhead: 24.662237623253024
cant_be_late_multi/high_availability_loose_deadline_large_overhead/gemini3pro_4.py -> cant_be_late_multi/high_availability_loose_deadline_large_overhead: 20.908384430514538
cant_be_late_multi/high_availability_loose_deadline_large_overhead/gpt5.2_1.py -> cant_be_late_multi/high_availability_loose_deadline_large_overhead: 100.0
cant_be_late_multi/high_availability_loose_deadline_large_overhead/gpt5.2_4.py -> cant_be_late_multi/high_availability_loose_deadline_large_overhead: 100.0
cant_be_late_multi/high_availability_loose_deadline_large_overhead/gpt5_1.py -> cant_be_late_multi/high_availability_loose_deadline_large_overhead: 83.5121770497217
cant_be_late_multi/high_availability_loose_deadline_large_overhead/gpt5_3.py -> cant_be_late_multi/high_availability_loose_deadline_large_overhead: 92.274469
cant_be_late_multi/high_availability_loose_deadline_large_overhead/grok4fastreasoning_1.py -> cant_be_late_multi/high_availability_loose_deadline_large_overhead: 96.56298982852097
cant_be_late_multi/high_availability_loose_deadline_small_overhead/deepseekreasoner.py -> cant_be_late_multi/high_availability_loose_deadline_small_overhead: 19.050649403429972
cant_be_late_multi/high_availability_loose_deadline_small_overhead/deepseekreasoner_4.py -> cant_be_late_multi/high_availability_loose_deadline_small_overhead: 20.061328344817053
cant_be_late_multi/high_availability_loose_deadline_small_overhead/gemini2.5pro_1.py -> cant_be_late_multi/high_availability_loose_deadline_small_overhead: 100.0
cant_be_late_multi/high_availability_loose_deadline_small_overhead/gemini2.5pro_2.py -> cant_be_late_multi/high_availability_loose_deadline_small_overhead: 11.529350999507637
cant_be_late_multi/high_availability_loose_deadline_small_overhead/gemini2.5pro_3.py -> cant_be_late_multi/high_availability_loose_deadline_small_overhead: 67.10836305097149
cant_be_late_multi/high_availability_loose_deadline_small_overhead/gemini3pro.py -> cant_be_late_multi/high_availability_loose_deadline_small_overhead: 61.605333177588804
cant_be_late_multi/high_availability_loose_deadline_small_overhead/gemini3pro_2.py -> cant_be_late_multi/high_availability_loose_deadline_small_overhead: 23.47630882186069
cant_be_late_multi/high_availability_loose_deadline_small_overhead/gemini3pro_3.py -> cant_be_late_multi/high_availability_loose_deadline_small_overhead: 20.41555557204169
cant_be_late_multi/high_availability_loose_deadline_small_overhead/gpt5.1.py -> cant_be_late_multi/high_availability_loose_deadline_small_overhead: 5.451582483110506
cant_be_late_multi/high_availability_loose_deadline_small_overhead/gpt5.1_1.py -> cant_be_late_multi/high_availability_loose_deadline_small_overhead: 22.268985931085584
cant_be_late_multi/high_availability_loose_deadline_small_overhead/gpt5.1_2.py -> cant_be_late_multi/high_availability_loose_deadline_small_overhead: 62.03324563865485
cant_be_late_multi/high_availability_loose_deadline_small_overhead/gpt5.1_3.py -> cant_be_late_multi/high_availability_loose_deadline_small_overhead: 4.611493034809955
cant_be_late_multi/high_availability_loose_deadline_small_overhead/gpt5.2_4.py -> cant_be_late_multi/high_availability_loose_deadline_small_overhead: 62.03324563865485
cant_be_late_multi/high_availability_loose_deadline_small_overhead/gpt5_1.py -> cant_be_late_multi/high_availability_loose_deadline_small_overhead: 0.08937549116859765
cant_be_late_multi/high_availability_loose_deadline_small_overhead/gpt5_3.py -> cant_be_late_multi/high_availability_loose_deadline_small_overhead: 13.30500342217319
cant_be_late_multi/high_availability_loose_deadline_small_overhead/grok4fastreasoning.py -> cant_be_late_multi/high_availability_loose_deadline_small_overhead: 99.98888963766629
cant_be_late_multi/high_availability_tight_deadline_large_overhead/deepseekreasoner_3.py -> cant_be_late_multi/high_availability_tight_deadline_large_overhead: 20.525126407038783
cant_be_late_multi/high_availability_tight_deadline_large_overhead/deepseekreasoner_4.py -> cant_be_late_multi/high_availability_tight_deadline_large_overhead: 19.050649403429972
cant_be_late_multi/high_availability_tight_deadline_large_overhead/gemini2.5pro_2.py -> cant_be_late_multi/high_availability_tight_deadline_large_overhead: 5.2680114194327725
cant_be_late_multi/high_availability_tight_deadline_large_overhead/gemini2.5pro_3.py -> cant_be_late_multi/high_availability_tight_deadline_large_overhead: 95.04798320741983
cant_be_late_multi/high_availability_tight_deadline_large_overhead/gemini3pro.py -> cant_be_late_multi/high_availability_tight_deadline_large_overhead: 81.70671463012695
cant_be_late_multi/high_availability_tight_deadline_large_overhead/gemini3pro_1.py -> cant_be_late_multi/high_availability_tight_deadline_large_overhead: 18.18135732596359
cant_be_late_multi/high_availability_tight_deadline_large_overhead/gemini3pro_2.py -> cant_be_late_multi/high_availability_tight_deadline_large_overhead: 23.918126318847463
cant_be_late_multi/high_availability_tight_deadline_large_overhead/gemini3pro_3.py -> cant_be_late_multi/high_availability_tight_deadline_large_overhead: 100.0
cant_be_late_multi/high_availability_tight_deadline_large_overhead/gpt5.1_2.py -> cant_be_late_multi/high_availability_tight_deadline_large_overhead: 13.30500342217319
cant_be_late_multi/high_availability_tight_deadline_large_overhead/gpt5.1_4.py -> cant_be_late_multi/high_availability_tight_deadline_large_overhead: 73.31384030347421
cant_be_late_multi/high_availability_tight_deadline_large_overhead/gpt5.2_4.py -> cant_be_late_multi/high_availability_tight_deadline_large_overhead: 98.84372960575872
cant_be_late_multi/high_availability_tight_deadline_large_overhead/gpt5_1.py -> cant_be_late_multi/high_availability_tight_deadline_large_overhead: 48.51906648135618
cant_be_late_multi/high_availability_tight_deadline_large_overhead/gpt5_2.py -> cant_be_late_multi/high_availability_tight_deadline_large_overhead: 100.0
cant_be_late_multi/high_availability_tight_deadline_large_overhead/gpt5_3.py -> cant_be_late_multi/high_availability_tight_deadline_large_overhead: 74.93
cant_be_late_multi/high_availability_tight_deadline_large_overhead/gpt5_4.py -> cant_be_late_multi/high_availability_tight_deadline_large_overhead: 77.82880094400282
cant_be_late_multi/high_availability_tight_deadline_large_overhead/grok4fastreasoning.py -> cant_be_late_multi/high_availability_tight_deadline_large_overhead: 55.38170810932813
cant_be_late_multi/high_availability_tight_deadline_small_overhead/deepseekreasoner_2.py -> cant_be_late_multi/high_availability_tight_deadline_small_overhead: 48.51906648135618
cant_be_late_multi/high_availability_tight_deadline_small_overhead/deepseekreasoner_3.py -> cant_be_late_multi/high_availability_tight_deadline_small_overhead: 64.33160103640718
cant_be_late_multi/high_availability_tight_deadline_small_overhead/gemini2.5pro_1.py -> cant_be_late_multi/high_availability_tight_deadline_small_overhead: 54.70709825315397
cant_be_late_multi/high_availability_tight_deadline_small_overhead/gemini2.5pro_2.py -> cant_be_late_multi/high_availability_tight_deadline_small_overhead: 68.43449219671753
cant_be_late_multi/high_availability_tight_deadline_small_overhead/gemini2.5pro_3.py -> cant_be_late_multi/high_availability_tight_deadline_small_overhead: 15.268355890346754
cant_be_late_multi/high_availability_tight_deadline_small_overhead/gemini3pro.py -> cant_be_late_multi/high_availability_tight_deadline_small_overhead: 22.582062707246575
cant_be_late_multi/high_availability_tight_deadline_small_overhead/gemini3pro_2.py -> cant_be_late_multi/high_availability_tight_deadline_small_overhead: 66.78690629312534
cant_be_late_multi/high_availability_tight_deadline_small_overhead/gemini3pro_3.py -> cant_be_late_multi/high_availability_tight_deadline_small_overhead: 76.50231148786573
cant_be_late_multi/high_availability_tight_deadline_small_overhead/gpt5.1_1.py -> cant_be_late_multi/high_availability_tight_deadline_small_overhead: 7.634906893459958
cant_be_late_multi/high_availability_tight_deadline_small_overhead/gpt5.1_2.py -> cant_be_late_multi/high_availability_tight_deadline_small_overhead: 48.62805515199498
cant_be_late_multi/high_availability_tight_deadline_small_overhead/gpt5.1_3.py -> cant_be_late_multi/high_availability_tight_deadline_small_overhead: 3.4806996575417304
cant_be_late_multi/high_availability_tight_deadline_small_overhead/gpt5.1_4.py -> cant_be_late_multi/high_availability_tight_deadline_small_overhead: 62.20983862351099
cant_be_late_multi/high_availability_tight_deadline_small_overhead/gpt5.2.py -> cant_be_late_multi/high_availability_tight_deadline_small_overhead: 100.0
cant_be_late_multi/high_availability_tight_deadline_small_overhead/gpt5.2_2.py -> cant_be_late_multi/high_availability_tight_deadline_small_overhead: 100.0
cant_be_late_multi/high_availability_tight_deadline_small_overhead/gpt5.2_4.py -> cant_be_late_multi/high_availability_tight_deadline_small_overhead: 20.99683357760004
cant_be_late_multi/high_availability_tight_deadline_small_overhead/gpt5_1.py -> cant_be_late_multi/high_availability_tight_deadline_small_overhead: 49.25515318204564
cant_be_late_multi/high_availability_tight_deadline_small_overhead/gpt5_3.py -> cant_be_late_multi/high_availability_tight_deadline_small_overhead: 100.0
cant_be_late_multi/high_availability_tight_deadline_small_overhead/gpt5_4.py -> cant_be_late_multi/high_availability_tight_deadline_small_overhead: 64.33160103640718
cant_be_late_multi/low_availability_loose_deadline_large_overhead/gemini3pro.py -> cant_be_late_multi/low_availability_loose_deadline_large_overhead: 20.88412610114495
cant_be_late_multi/low_availability_loose_deadline_large_overhead/gemini3pro_3.py -> cant_be_late_multi/low_availability_loose_deadline_large_overhead: 0.08067503109046273
cant_be_late_multi/low_availability_loose_deadline_large_overhead/gpt5.1.py -> cant_be_late_multi/low_availability_loose_deadline_large_overhead: 63.97396342709178
cant_be_late_multi/low_availability_loose_deadline_large_overhead/gpt5.1_4.py -> cant_be_late_multi/low_availability_loose_deadline_large_overhead: 7.723921111320919
